id,collection,dc.contributor.advisor[en_US],dc.contributor.author[en_US],dc.date.issued[en_US],dc.description.abstract[en_US],dc.format.extent[en_US],dc.identifier.uri,dc.language[en_US],dc.note[en_US],dc.publisher[en_US],dc.subject[en_US],dc.thesis.degree[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US],ou.identifier[en_US]
97,11244/111,,"Allen, Deryle Kenneth,",1957,,"ix, 170 leaves ;",http://hdl.handle.net/11244/209,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1703.",The University of Oklahoma.,"School attendance Oklahoma Oklahoma City.||Education, Educational Psychology.",Educat.D.,,A study of drop-outs from the public secondary schools of Oklahoma City for the year 1954-1955 /,Thesis,(UMI)AAI0021877
116,11244/111,,"Hensley, Horace Gene,",1957,,"vi, 58 leaves :",http://hdl.handle.net/11244/228,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1706.",The University of Oklahoma.,"Child development.||Reasoning (Psychology) Testing.||Education, Educational Psychology.",Ph.D.,,A comparative study in problem solving of bright and dull children /,Thesis,(UMI)AAI0021973
124,11244/111,,"Bradford, James Clyde,",1957,,"iv, 43 leaves ;",http://hdl.handle.net/11244/236,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 3028.",The University of Oklahoma.,Topology.||Mathematics.||Lattice theory.,Ph.D.,,Topological vector lattices /,Thesis,(UMI)AAI0024416
99,11244/111,,"Evans, Betty Douglas,",1957,,"vi, 368 leaves :",http://hdl.handle.net/11244/211,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1749.",The University of Oklahoma.,"Dryden, John, 1631-1700.||Literature, General.",Ph.D.,,Dryden's imagery in his nondramatic poetry /,Thesis,(UMI)AAI0021879
131,11244/111,,"Newman, Earl Nelson,",1957,,"vii, 76 leaves ;",http://hdl.handle.net/11244/243,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 2940.",The University of Oklahoma.,"Education, General.||Biology Study and teaching.",Educat.D.,,A comparison of the effectiveness of three teaching methods in high school biology /,Thesis,(UMI)AAI0024423
117,11244/111,,"Jacobs, Mildred O.,",1957,,"vi, 89 leaves :",http://hdl.handle.net/11244/229,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1811.",The University of Oklahoma.,"Blacky pictures test.||Personality tests.||Psychology, Clinical.",Ph.D.,,A validation study of the oral erotic scale of the Blacky pictures test /,Thesis,(UMI)AAI0021974
114,11244/111,,"Denny, D. Paul,",1957,,"vi, 87 leaves :",http://hdl.handle.net/11244/226,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1662.",The University of Oklahoma.,"Chemistry, Organic.||Biphenyl compounds.||Nitration.",Ph.D.,,Nitration of the benzenesulfonate of 2-hydroxybiphenyl /,Thesis,(UMI)AAI0021971
105,11244/111,,"Johnson, John Christopher,",1957,,"vi, 123 leaves :",http://hdl.handle.net/11244/217,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1840.",The University of Oklahoma.,"Birds Oklahoma.||Biology, Zoology.",Ph.D.,,Habitat preferences among representative wintering and breeding birds of the central Oklahoma forest-prairie ecotone /,Thesis,(UMI)AAI0021885
100,11244/111,,"Goldbeck, Benno Theodor,",1957,,"iv, 65 leaves :",http://hdl.handle.net/11244/212,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1774.",The University of Oklahoma.,Combinations.||Mathematics.,Ph.D.,,8-rings in minimal maps /,Thesis,(UMI)AAI0021880
125,11244/111,,"Bradford, Reagan H.",1957,,"vi, 47 leaves :",http://hdl.handle.net/11244/237,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 2789.",The University of Oklahoma.,"Chemistry, Biochemistry.||Radiation Physiological effect.",Ph.D.,,Intracellular distribution and binding of radiation protective mercaptoalkylguanidines /,Thesis,(UMI)AAI0024417
106,11244/111,,"King, Charlyce Ross,",1957,,"x, 192 leaves :",http://hdl.handle.net/11244/218,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1693.",The University of Oklahoma.,"Student activities.||Education, General.||University of Oklahoma Students.",Educat.D.,,Attitudes of college women toward student organizations at the University of Oklahoma /,Thesis,(UMI)AAI0021886
101,11244/111,,"Hamm, Thomas Edward,",1957,,"viii, 106 leaves :",http://hdl.handle.net/11244/213,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1659.",The University of Oklahoma.,"Chemistry, Inorganic.||Chemistry, Analytic.",Ph.D.,,Some applications of o-aminobenzenethiol in inorganic analysis /,Thesis,(UMI)AAI0021881
118,11244/111,,"Manney, Agnes Ann,",1957,,"vi, 68 leaves ;",http://hdl.handle.net/11244/230,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1708.",The University of Oklahoma.,"Education, Educational Psychology.||Reading, Psychology of.",Ph.D.,,The temporal orientation of the retarded reader /,Thesis,(UMI)AAI0021975
110,11244/111,,"Nichols, John Richard,",1957,,"v, 101 leaves ;",http://hdl.handle.net/11244/222,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1819.",The University of Oklahoma.,"Psychology, Experimental.||Alcoholism.||Drug addiction",Ph.D.,,The experimental test of a general theory of addiction /,Thesis,(UMI)AAI0021890
115,11244/111,,"Farr, Charles H.",1957,,"vii, 56 leaves :",http://hdl.handle.net/11244/227,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1781.",The University of Oklahoma.,"Health Sciences, Pharmacology.||Lupus erythematosus.",Ph.D.,,A study of the 'artificially-induced' and 'natural' lupus erythematosus cell phenomena /,Thesis,(UMI)AAI0021972
130,11244/111,,"Nabors, D. J.,",1957,,"vii, 220 leaves ;",http://hdl.handle.net/11244/242,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 2908.",The University of Oklahoma.,"Education, History of.||Debates and debating.",Educat.D.,,"The historical development of intercollegiate forensic ativities, 1915-1956 /",Thesis,(UMI)AAI0024422
126,11244/111,,"Evans, Samuel Woodson,",1957,,"ix, 140 leaves ;",http://hdl.handle.net/11244/238,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 2877.",The University of Oklahoma.,"University of Oklahoma Curricula.||Education, General.||United States History Study and teaching.",Educat.D.,,"An evaluation of the Oklahoma statutory requirement in American history at the University of Oklahoma, 1945-1955 /",Thesis,(UMI)AAI0024418
111,11244/111,,"Stuckey, John Edmund.",1957,,172 p.,http://hdl.handle.net/11244/223,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1680.",The University of Oklahoma.,"Chemistry, Physical.",Ph.D.,,CRITICAL PHENOMENA IN BINARY AQUEOUS SOLUTIOONS; THE SYSTEM SULFUR-TRIOXIDE - WATER.,Thesis,(UMI)AAI0021891
103,11244/111,,"Huneke, Harold V.",1957,,"iv, 41 leaves ;",http://hdl.handle.net/11244/215,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1774.",The University of Oklahoma.,Divergent series.||Mathematics.,Ph.D.,,Some properties of the N‰ö_‰öând methods as an ordered set /,Thesis,(UMI)AAI0021883
138,11244/111,,"Urivetzky, Morton Meyer.",1957,,75 p.,http://hdl.handle.net/11244/250,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 2799.",The University of Oklahoma.,"Chemistry, Biochemistry.",Ph.D.,,STEROLS AND ALPHA-GLYCERYL ETHERS IN THE UNSAPONIFIABLE LIPIDS OF ECHINODERMS AND TUNICATES.,Thesis,(UMI)AAI0024430
104,11244/111,,"John, Elizabeth Ann Harper,",1957,,"v, 191 leaves :",http://hdl.handle.net/11244/216,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1739.",The University of Oklahoma.,"History, Modern.||Southwest, New History.||Indians of North America Southwest, New.",Ph.D.,,Spanish relations with the indios b‰ö_æÈaros on the northernmost frontier of New Spain in the eighteenth century /,Thesis,(UMI)AAI0021884
120,11244/111,,"Nelson, F. William",1957,,"iii, 251 leaves ;",http://hdl.handle.net/11244/232,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1767.",The University of Oklahoma.,"Dos Passos, John, 1896-1970. U.S.A.||Literature, Modern.",Ph.D.,,An analysis of John Dos Passos' U.S.A. /,Thesis,(UMI)AAI0021977
127,11244/111,,"Jones, Lucille White,",1957,,"ix, 106 leaves :",http://hdl.handle.net/11244/239,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 2939.",The University of Oklahoma.,"Special Education.||Education, General.||Teachers Training of Southern States.",Educat.D.,,A study of special education programs in state teachers colleges in the southern accrediting area /,Thesis,(UMI)AAI0024419
113,11244/111,,"Blythe, Jack Gordon.",1957,,185 p.,http://hdl.handle.net/11244/225,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1729.",The University of Oklahoma.,Geology.,Ph.D.,,THE ATOKA FORMATION ON THE NORTH SIDE OF THE MCALESTER BASIN.,Thesis,(UMI)AAI0021970
139,11244/111,,"Wilson, Thomas Edward,",1957,,"vi, 82 leaves :",http://hdl.handle.net/11244/251,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 2772.",The University of Oklahoma.,"Staphylococcus aureus.||Chloramphenicol||Biology, Microbiology.",Ph.D.,,Factors influencing chloramphenicol resistance of Micrococcus pyogenes var. aureus /,Thesis,(UMI)AAI0024431
121,11244/111,,"Parmelee, David Freedland,",1957,,"ix, 263 leaves :",http://hdl.handle.net/11244/233,,"Source: Dissertation Abstracts International, Volume: 17-08, page: 1841.",The University of Oklahoma.,"Biology, Zoology.||Birds Nunavut Ellesmere Island.||Birds Arctic regions.",Ph.D.,,The annual avian breeding cycle at high latitude in the Canadian Arctic /,Thesis,(UMI)AAI0021978
134,11244/111,,"Seay, Glenn Emmett,",1957,,"vii, 98 leaves :",http://hdl.handle.net/11244/246,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 3059.",The University of Oklahoma.,"Physics, General.||Helium.||Radiation.",Ph.D.,,The visible radiation from helium in a strong shock wave /,Thesis,(UMI)AAI0024426
128,11244/111,,"Meints, Clifford Leroy,",1957,,"vi, 49 leaves :",http://hdl.handle.net/11244/240,,"Source: Dissertation Abstracts International, Volume: 17-12, page: 2793.",The University of Oklahoma.,"Glutamic acid.||Chemistry, Biochemistry.",Ph.D.,,Studies on poly-D-glutamic acid produced by Bacillus licheniformis NRRL B-571 /,Thesis,(UMI)AAI0024420
1514,11244/111,,"Goggans, Travis P.,",1963,,"ix, 169 leaves ;",http://hdl.handle.net/11244/1626,,"Source: Dissertation Abstracts International, Volume: 24-01, page: 0104.",The University of Oklahoma.,"Depreciation allowances.||Tax deductions.||Economics, General.",Ph.D.,,"Economic aspects of ""liberalized depreciation"" /",Thesis,(UMI)AAI6304511
2006,11244/111,,"Splawn, Robert Earl,",1966,,"xiii, 178 leaves ;",http://hdl.handle.net/11244/2118,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: A, page: 1562.",The University of Oklahoma.,"School superintendents.||Education, General.||Parents' and teachers' associations.||National Congress of parents and teachers.",Educat.D.,,"The Oklahoma public school superintendents' perceptions of the ""real"" activities and the ""ideal"" activities of local parent-teacher associations /",Thesis,(UMI)AAI6614252
2512,11244/111,,"Osburn, John Douglas,",1969,,"v, 203 leaves ;",http://hdl.handle.net/11244/2624,,"Source: Dissertation Abstracts International, Volume: 30-07, Section: A, page: 2947.",The University of Oklahoma.,"Working class Great Britain History.||Jones, Lloyd, 1811-1886.||History, Modern.",Ph.D.,,"Lloyd Jones, labour journalist, 1871-1878 :",Thesis,(UMI)AAI6921986
239,11244/111,"Hertzke, Allen D.,","Hoffman, Donna Riddle.",2001,"Critical realignment theory and its failure to appear in the contemporary American electorate is the focus of this work. The political changes in the electorate and their impact on realignment theory have been well documented. Others working outside the framework of realignment have increasingly noticed profound changes in contemporary society and the effect these social changes have on politics. What has been missing from studies that attempt to explain the lack of a critical realignment in the contemporary electorate is a discussion of broad societal forces that may be at play and the impact these forces may have on this theory of electoral change. Ronald Inglehart (1971, 1977, 1997) has long postulated that a value change is taking place in society that is profoundly affecting postindustrial politics.  Both Inglehart's theory of value change and critical realignment theory have expectations of cleavage behavior within electorates. These two theories are reviewed and the voting behavior of various cleavages is documented from 1952--1998 using the American National Election Studies. Many cleavages are increasingly showing decreasing partisan cohesiveness as Inglehart predicted, yet some cleavages are enduring, contrary to Inglehart's expectations. Because of the inconsistencies in the performance of Inglehart's indicators, a test of his theoretical assumptions was conducted. A lack of congruence between Inglehart's measure of values and his theoretical assumptions was indicated. Therefore, another indicator of change, party platforms, was utilized. A significant change is found in the way parties addressed issues beginning in the 1990s that corresponds with the disintegration of the partisan cohesiveness of certain cleavages. In the 1990s, party platforms began polarizing on cultural issues that the majority of the electorate did not feel were of primary importance. However, these are the very issues that are important to the cleavages found to still be partisanly attached. There seems to be a connection between the dissipation of many cleavages, the endurance of other cleavages, and the way parties addressed issues in the 1990s. Critical realignments will not occur in an electorate that has insufficient enduring cleavages and where political parties do not polarize on many issues that substantial portions of the electorate feel are of primary importance.","vii, 247 leaves :",http://hdl.handle.net/11244/351,,"Adviser:  Allen D. Hertzke.||Source: Dissertation Abstracts International, Volume: 62-06, Section: A, page: 2226.",The University of Oklahoma.,"United States Politics and government 1945-1989.||Political Science, General.||Party affiliation United States History.||United States Politics and government 1989-||Elections United States History.",Ph.D.,,Realignment theory in social perspective.,Thesis,(UMI)AAI3018336
2989,11244/111,,"Ferguson, Janice Lynn,",1971,,116 leaves ;,http://hdl.handle.net/11244/3101,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: A, page: 3737.",The University of Oklahoma.,"Lippmann, Walter, 1889-1974.||Education, History of.",Ph.D.,,A critical study of the social and educational perspective of Walter Lippmann /,Thesis,(UMI)AAI7203388
1515,11244/111,,"Lynn, Robert Thomas,",1963,,"vii, 76 leaves :",http://hdl.handle.net/11244/1627,,"Source: Dissertation Abstracts International, Volume: 24-01, page: 0446.",The University of Oklahoma.,"Biology, Zoology.||Lizards.",Ph.D.,,"Comparative behavior of the horned lizards, genus Phrynosoma, of the United States /",Thesis,(UMI)AAI6304512
2007,11244/111,,"Swink, Richard Harlem,",1966,,"vi, 86 leaves :",http://hdl.handle.net/11244/2119,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: B, page: 2148.",The University of Oklahoma.,"Personality tests.||Projection (Psychology)||Psychology, Clinical.||Kinget, G. Marian (Godelieve Marian), 1910-1997 Drawing-completion test.",Ph.D.,,The meaning of the drawing completion test stimuli and its relation to stimulus preference /,Thesis,(UMI)AAI6614253
3490,11244/111,,"Rooks, Charles Wendell,",1973,,"x, 148 leaves :",http://hdl.handle.net/11244/3602,,"Source: Dissertation Abstracts International, Volume: 34-06, Section: B, page: 2595.",The University of Oklahoma.,"Engineering, Chemical.||Flame Research.",Ph.D.,,A study of horizontal burning rates of thin materials /,Thesis,(UMI)AAI7331496
2513,11244/111,,"Reese, Charles D.",1969,,"x, 160 leaves :",http://hdl.handle.net/11244/2625,,"Source: Dissertation Abstracts International, Volume: 30-07, Section: B, page: 3216.",The University of Oklahoma.,Buckling (Mechanics)||Shells (Engineering)||Applied Mechanics.,Ph.D.,,Buckling of orthotropic conical sandwich shells under various loadings /,Thesis,(UMI)AAI6921987
4012,11244/111,,"Burrows, Charles M.,",1976,,"x, 104 ;",http://hdl.handle.net/11244/4124,,"Source: Dissertation Abstracts International, Volume: 37-05, Section: A, page: 2792.",The University of Oklahoma.,"Education.||Education, Teacher Training.",Ph.D.,,A study of admission and retention criteria in teacher education programs / by Charles M. Burrows.,Thesis,(UMI)AAI7624361
